index,0,1,2
26457,0.48,0.17666666666666664,0.34333333333333327
26458,0.0,0.02,0.98
26459,0.016666666666666666,0.09,0.8933333333333334
26460,0.07,0.155,0.775
26461,0.04,0.05,0.91
26462,0.01,0.24,0.75
26463,0.0,0.02,0.98
26464,0.84,0.07,0.09
26465,0.02,0.05,0.93
26466,0.11166666666666668,0.16,0.7283333333333333
26467,0.12,0.02,0.86
26468,0.05,0.09,0.86
26469,0.02,0.11,0.87
26470,0.01,0.61,0.38
26471,0.06,0.03,0.91
26472,0.003333333333333333,0.16666666666666669,0.83
26473,0.01,0.02,0.97
26474,0.07,0.08333333333333331,0.8466666666666666
26475,0.08,0.9,0.02
26476,0.0,0.02,0.98
26477,0.01,0.27,0.72
26478,0.93,0.07,0.0
26479,0.04333333333333333,0.89,0.06666666666666667
26480,0.226,0.62,0.154
26481,0.01,0.26,0.73
26482,0.07666666666666666,0.275,0.6483333333333333
26483,0.0,0.0,1.0
26484,0.22,0.43,0.35
26485,0.13,0.24,0.63
26486,0.05,0.07,0.88
26487,0.07,0.92,0.01
26488,0.04,0.04,0.92
26489,0.05,0.04,0.91
26490,0.02,0.045,0.935
26491,0.14,0.01,0.85
26492,0.24,0.75,0.01
26493,0.02,0.2075,0.7725
26494,0.7926666666666666,0.04,0.16733333333333333
26495,0.0,0.94,0.06
26496,0.01,0.07,0.92
26497,0.08,0.09,0.83
26498,0.07,0.12,0.81
26499,0.05,0.3066666666666667,0.6433333333333334
26500,0.03,0.06166666666666666,0.9083333333333333
26501,0.10088888888888889,0.8991111111111111,0.0
26502,0.47,0.05833333333333333,0.4716666666666666
26503,0.0,0.01,0.99
26504,0.08416666666666668,0.04,0.8758333333333335
26505,0.03666666666666667,0.02,0.9433333333333335
26506,0.14,0.17,0.69
26507,0.07,0.0,0.93
26508,0.14,0.16,0.7
26509,0.06,0.315,0.625
26510,0.05,0.115,0.835
26511,0.02,0.02,0.96
26512,0.05,0.03,0.92
26513,0.305,0.675,0.02
26514,0.003333333333333333,0.44111904761904763,0.5555476190476191
26515,0.01,0.73,0.26
26516,0.02,0.08,0.9
26517,0.0,0.08,0.92
26518,0.36,0.41983333333333334,0.2201666666666667
26519,0.09,0.01,0.9
26520,0.0,0.07,0.93
26521,0.06,0.07,0.87
26522,0.8,0.0925,0.1075
26523,0.23,0.03,0.74
26524,0.045,0.19,0.765
26525,0.04,0.12,0.84
26526,0.07,0.09,0.84
26527,0.11166666666666668,0.135,0.7533333333333334
26528,0.0,0.05,0.95
26529,0.04,0.83,0.13
26530,0.14333333333333334,0.8266666666666665,0.03
26531,0.01,0.16,0.83
26532,0.03,0.05,0.92
26533,0.10278571428571429,0.1972142857142857,0.7
26534,0.2633333333333333,0.06666666666666667,0.67
26535,0.13666666666666666,0.0775,0.7858333333333334
26536,0.035,0.0,0.965
26537,0.29333333333333333,0.6966666666666668,0.01
26538,0.05333333333333334,0.191,0.7556666666666668
26539,0.0,0.0,1.0
26540,0.01,0.13,0.86
26541,0.01,0.83,0.16
26542,0.01,0.02,0.97
26543,0.03,0.7655,0.2045
26544,0.18,0.7866666666666666,0.03333333333333333
