index,0,1,2
26457,0.05,0.13,0.82
26458,0.5,0.25,0.25
26459,0.05,0.08,0.87
26460,0.0,0.03,0.97
26461,0.07583333333333334,0.25583333333333336,0.6683333333333333
26462,0.01,0.02,0.97
26463,0.31,0.66,0.03
26464,0.03,0.0,0.97
26465,0.02,0.11,0.87
26466,0.0,0.24666666666666667,0.7533333333333334
26467,0.01,0.08,0.91
26468,0.01,0.01,0.98
26469,0.83,0.09,0.08
26470,0.205,0.435,0.36
26471,0.01,0.05,0.94
26472,0.135,0.215,0.65
26473,0.03,0.02,0.95
26474,0.23,0.74,0.03
26475,0.48800000000000004,0.28,0.23199999999999998
26476,0.03,0.06,0.91
26477,0.134,0.1875,0.6785
26478,0.075,0.05,0.875
26479,0.013333333333333332,0.07,0.9166666666666667
26480,0.02,0.11,0.87
26481,0.05,0.65,0.3
26482,0.09,0.0,0.91
26483,0.0,0.11,0.89
26484,0.15,0.14,0.71
26485,0.0,0.01,0.99
26486,0.06,0.29,0.65
26487,0.04333333333333333,0.11,0.8466666666666667
26488,0.08,0.9,0.02
26489,0.0,0.26,0.74
26490,0.12,0.2,0.68
26491,0.01,0.01,0.98
26492,0.027999999999999997,0.18,0.792
26493,0.85,0.15,0.0
26494,0.08,0.1,0.82
26495,0.05,0.04,0.91
26496,0.19,0.04,0.77
26497,0.01,0.91,0.08
26498,0.2875,0.55,0.1625
26499,0.01,0.06,0.93
26500,0.03,0.22,0.75
26501,0.09833333333333333,0.3133333333333333,0.5883333333333334
26502,0.0,0.02,0.98
26503,0.2,0.51,0.29
26504,0.14,0.185,0.675
26505,0.01,0.02,0.97
26506,0.07,0.91,0.02
26507,0.11,0.88,0.01
26508,0.32666666666666666,0.30333333333333334,0.37
26509,0.05,0.05,0.9
26510,0.01,0.08,0.91
26511,0.04,0.01,0.95
26512,0.105,0.23,0.665
26513,0.01,0.028333333333333335,0.9616666666666667
26514,0.04,0.04,0.92
26515,0.0825,0.0,0.9175
26516,0.03,0.19,0.78
26517,0.23199999999999998,0.728,0.04
26518,0.06,0.16,0.78
26519,0.7358333333333335,0.05,0.21416666666666664
26520,0.0,0.96,0.04
26521,0.01,0.04,0.95
26522,0.08,0.21,0.71
26523,0.138,0.12,0.742
26524,0.04,0.21166666666666667,0.7483333333333333
26525,0.26166666666666666,0.15333333333333332,0.585
26526,0.02,0.1225,0.8575
26527,0.08,0.784,0.136
26528,0.11333333333333333,0.8866666666666667,0.0
26529,0.52,0.07,0.41
26530,0.07,0.24,0.69
26531,0.0,0.015714285714285715,0.9842857142857143
26532,0.78,0.0,0.22
26533,0.0745,0.06,0.8654999999999999
26534,0.04233333333333333,0.09,0.8676666666666668
26535,0.0,0.04,0.96
26536,0.09,0.15666666666666665,0.7533333333333334
26537,0.02,0.04,0.94
26538,0.03,0.51,0.46
26539,0.07,0.11666666666666665,0.8133333333333335
26540,0.165,0.255,0.58
26541,0.0,0.06,0.94
26542,0.08,0.11833333333333335,0.8016666666666665
26543,0.04,0.04,0.92
26544,0.15,0.11,0.74
26545,0.05,0.25,0.7
26546,0.02,0.05,0.93
26547,0.0,0.01,0.99
26548,0.08,0.0,0.92
26549,0.39,0.61,0.0
26550,0.01,0.4158333333333333,0.5741666666666666
26551,0.0,0.68,0.32
26552,0.03,0.12,0.85
26553,0.02,0.05,0.93
26554,0.23,0.47,0.3
26555,0.05,0.0175,0.9325
26556,0.0,0.08,0.92
26557,0.046,0.013999999999999999,0.94
26558,0.7166666666666667,0.07,0.21333333333333335
26559,0.21,0.003333333333333333,0.7866666666666666
26560,0.1,0.09666666666666666,0.8033333333333332
26561,0.02,0.07,0.91
26562,0.06,0.03,0.91
26563,0.06,0.11,0.83
26564,0.01,0.07,0.92
26565,0.04,0.81,0.15
26566,0.13,0.17,0.7
26567,0.05333333333333334,0.016666666666666666,0.93
26568,0.18,0.76,0.06
26569,0.01,0.114,0.8759999999999999
26570,0.15,0.4758333333333333,0.37416666666666665
26571,0.02,0.055,0.925
26572,0.15,0.22,0.63
26573,0.11600000000000002,0.174,0.71
26574,0.17333333333333337,0.06333333333333332,0.7633333333333334
26575,0.08,0.18,0.74
26576,0.02,0.02,0.96
26577,0.09,0.24,0.67
26578,0.2,0.3,0.5
26579,0.25,0.74,0.01
26580,0.034,0.07800000000000001,0.888
26581,0.125,0.2941666666666667,0.5808333333333333
26582,0.0,0.016,0.9840000000000001
26583,0.0,0.09,0.91
26584,0.03,0.19,0.78
26585,0.01,0.88,0.11
26586,0.22,0.65,0.13
26587,0.095,0.5625,0.3425
26588,0.01,0.025,0.965
26589,0.051,0.03666666666666667,0.9123333333333332
26590,0.02,0.7941666666666667,0.18583333333333332
26591,0.17,0.72,0.11
26592,0.24,0.06,0.7
26593,0.23,0.63,0.14
26594,0.11,0.07,0.82
26595,0.01,0.03,0.96
26596,0.01,0.068,0.922
26597,0.13,0.68,0.19
26598,0.02,0.07,0.91
26599,0.031,0.016666666666666666,0.9523333333333334
26600,0.0,0.02,0.98
26601,0.015,0.3,0.685
26602,0.02,0.06,0.92
26603,0.13,0.1,0.77
26604,0.02,0.14,0.84
26605,0.02,0.06,0.92
26606,0.15,0.51,0.34
26607,0.07,0.92,0.01
26608,0.026666666666666665,0.064,0.9093333333333332
26609,0.06,0.03333333333333333,0.9066666666666667
26610,0.24666666666666665,0.7433333333333334,0.01
26611,0.04,0.21333333333333335,0.7466666666666666
26612,0.031,0.605,0.364
26613,0.08,0.17,0.75
26614,0.0,0.04,0.96
26615,0.14550000000000002,0.17333333333333337,0.6811666666666667
26616,0.03,0.054000000000000006,0.9159999999999999
26617,0.185,0.08,0.735
26618,0.049,0.07,0.8809999999999999
26619,0.1325,0.3,0.5675
26620,0.06,0.94,0.0
26621,0.02,0.01,0.97
26622,0.12666666666666668,0.36,0.5133333333333333
26623,0.0,0.8341666666666666,0.16583333333333336
26624,0.06,0.10666666666666667,0.8333333333333335
26625,0.88,0.06,0.06
26626,0.16,0.03,0.81
26627,0.01,0.06,0.93
26628,0.04,0.06,0.9
26629,0.01,0.0,0.99
26630,0.08,0.066,0.8540000000000001
26631,0.02,0.02,0.96
26632,0.36200000000000004,0.12666666666666668,0.5113333333333333
26633,0.075,0.1416666666666667,0.7833333333333333
26634,0.04,0.05,0.91
26635,0.02333333333333333,0.18,0.7966666666666665
26636,0.04,0.40345238095238095,0.5565476190476191
26637,0.0,0.02595238095238095,0.9740476190476189
26638,0.02,0.93,0.05
26639,0.4925,0.4275,0.08
26640,0.03266666666666666,0.06066666666666667,0.9066666666666666
26641,0.06,0.86,0.08
26642,0.02,0.02,0.96
26643,0.22,0.18,0.6
26644,0.08,0.15,0.77
26645,0.03,0.03,0.94
26646,0.64,0.02,0.34
26647,0.09,0.05,0.86
26648,0.07,0.77,0.16
26649,0.07,0.06,0.87
26650,0.94,0.05,0.01
26651,0.21083333333333334,0.7491666666666668,0.04
26652,0.61,0.0,0.39
26653,0.04,0.01,0.95
26654,0.11,0.72,0.17
26655,0.07,0.435,0.495
26656,0.01,0.12,0.87
26657,0.09,0.32,0.59
26658,0.02,0.27,0.71
26659,0.28,0.2115,0.5085000000000001
26660,0.1,0.67,0.23
26661,0.03,0.07,0.9
26662,0.0175,0.16,0.8225
26663,0.07,0.48,0.45
26664,0.05,0.055,0.895
26665,0.18416666666666667,0.51,0.30583333333333335
26666,0.0,0.87,0.13
26667,0.068,0.042,0.89
26668,0.07,0.7783333333333333,0.15166666666666667
26669,0.0,0.504702380952381,0.49529761904761904
26670,0.45333333333333337,0.27,0.27666666666666667
26671,0.04,0.31,0.65
26672,0.035,0.055,0.91
26673,0.14,0.14,0.72
26674,0.7,0.05,0.25
26675,0.0725,0.12,0.8075
26676,0.05,0.08,0.87
26677,0.01,0.02,0.97
26678,0.05,0.6166666666666667,0.33333333333333326
26679,0.44,0.06,0.5
26680,0.02,0.03,0.95
26681,0.1,0.06,0.84
26682,0.01,0.15,0.84
26683,0.02,0.33,0.65
26684,0.04,0.1,0.86
26685,0.29383333333333334,0.09,0.6161666666666666
26686,0.0,0.09849999999999999,0.9015000000000001
26687,0.30833333333333335,0.02,0.6716666666666665
26688,0.11,0.84,0.05
26689,0.04,0.18916666666666668,0.7708333333333333
26690,0.01,0.05,0.94
26691,0.03,0.1,0.87
26692,0.0,0.07,0.93
26693,0.35,0.02,0.63
26694,0.6609126984126985,0.3390873015873015,0.0
26695,0.05466666666666667,0.03,0.9153333333333333
26696,0.02,0.01,0.97
26697,0.02,0.02,0.96
26698,0.005555555555555556,0.0,0.9944444444444445
26699,0.09,0.4,0.51
26700,0.03,0.67,0.3
26701,0.2003333333333333,0.24416666666666667,0.5555
26702,0.12285714285714286,0.3271428571428572,0.55
26703,0.06,0.1,0.84
26704,0.02,0.02,0.96
26705,0.02,0.03,0.95
26706,0.07,0.095,0.835
26707,0.7033333333333335,0.04,0.25666666666666665
26708,0.035,0.1,0.865
26709,0.02,0.01,0.97
26710,0.37,0.37,0.26
26711,0.32,0.04,0.64
26712,0.03,0.12333333333333334,0.8466666666666667
26713,0.16333333333333336,0.48266666666666663,0.354
26714,0.02583333333333333,0.1625,0.8116666666666668
26715,0.02,0.69,0.29
26716,0.01,0.98,0.01
26717,0.04,0.09750000000000002,0.8625000000000002
26718,0.03833333333333334,0.1725,0.7891666666666666
26719,0.051666666666666666,0.22,0.7283333333333334
26720,0.3123333333333333,0.05,0.6376666666666666
26721,0.0,0.4843333333333334,0.5156666666666667
26722,0.43,0.08,0.49
26723,0.115,0.13,0.755
26724,0.0125,0.68625,0.30125
26725,0.0,0.13,0.87
26726,0.09733333333333334,0.83,0.07266666666666667
26727,0.06,0.06,0.88
26728,0.04,0.395,0.565
26729,0.43,0.115,0.455
26730,0.025,0.325,0.65
26731,0.01,0.09,0.9
26732,0.158,0.8420000000000001,0.0
26733,0.03,0.05,0.92
26734,0.03,0.15,0.82
26735,0.0175,0.11,0.8725
26736,0.05,0.52,0.43
26737,0.16216666666666668,0.05,0.7878333333333333
26738,0.01,0.07,0.92
26739,0.722,0.06,0.218
26740,0.0,0.01,0.99
26741,0.13,0.84,0.03
26742,0.05,0.08,0.87
26743,0.11,0.05,0.84
26744,0.12016666666666667,0.07666666666666666,0.8031666666666666
26745,0.0,0.02,0.98
26746,0.5466666666666666,0.1,0.35333333333333333
26747,0.05,0.69,0.26
26748,0.25,0.725,0.025
26749,0.015,0.185,0.8
26750,0.03,0.02,0.95
26751,0.05,0.1,0.85
26752,0.02,0.7966666666666665,0.18333333333333332
26753,0.07533333333333334,0.0575,0.8671666666666666
26754,0.0,0.01,0.99
26755,0.0,0.05,0.95
26756,0.3,0.07,0.63
26757,0.03,0.115,0.855
26758,0.54,0.12166666666666666,0.3383333333333334
26759,0.06,0.38,0.56
26760,0.43733333333333335,0.23466666666666666,0.32799999999999996
26761,0.01,0.1025,0.8875
26762,0.01,0.08,0.91
26763,0.08,0.07,0.85
26764,0.07428571428571429,0.14,0.7857142857142857
26765,0.02,0.07,0.91
26766,0.02,0.32,0.66
26767,0.10333333333333333,0.13,0.7666666666666666
26768,0.01,0.98,0.01
26769,0.25,0.2,0.55
26770,0.16,0.14,0.7
26771,0.14,0.86,0.0
26772,0.84,0.01,0.15
26773,0.154,0.28,0.5660000000000001
26774,0.07666666666666667,0.22333333333333333,0.7
26775,0.01,0.21,0.78
26776,0.05,0.03,0.92
26777,0.04,0.14,0.82
26778,0.04,0.06,0.9
26779,0.065,0.045,0.89
26780,0.09,0.2,0.71
26781,0.018000000000000002,0.23,0.752
26782,0.02,0.03,0.95
26783,0.18,0.03,0.79
26784,0.01,0.795,0.195
26785,0.02,0.14666666666666667,0.8333333333333333
26786,0.81,0.03,0.16
26787,0.01,0.016666666666666666,0.9733333333333333
26788,0.05666666666666667,0.6,0.3433333333333334
26789,0.1375,0.3925,0.47
26790,0.05,0.5766666666666667,0.37333333333333335
26791,0.06,0.115,0.825
26792,0.11,0.075,0.815
26793,0.0,0.09416666666666666,0.9058333333333333
26794,0.03,0.085,0.885
26795,0.02,0.4648571428571428,0.5151428571428572
26796,0.15,0.84,0.01
26797,0.07,0.33699999999999997,0.593
26798,0.5433333333333333,0.12,0.33666666666666667
26799,0.05,0.06,0.89
26800,0.04333333333333333,0.9366666666666668,0.02
26801,0.01,0.8583333333333333,0.13166666666666665
26802,0.08216666666666667,0.04,0.8778333333333334
26803,0.01,0.22333333333333333,0.7666666666666667
26804,0.02,0.09,0.89
26805,0.01,0.04,0.95
26806,0.005,0.325,0.67
26807,0.0,0.02,0.98
26808,0.045,0.22,0.735
26809,0.06,0.09,0.85
26810,0.01,0.0925,0.8975
26811,0.04,0.02333333333333333,0.9366666666666668
26812,0.03,0.08,0.89
26813,0.2,0.3775,0.4225
26814,0.185,0.13,0.685
26815,0.13,0.21,0.66
26816,0.04,0.62,0.34
26817,0.08,0.035,0.885
26818,0.03,0.12,0.85
26819,0.02,0.07,0.91
26820,0.1825,0.7975,0.02
26821,0.14,0.8475,0.0125
26822,0.08,0.3466666666666666,0.5733333333333334
26823,0.04,0.11,0.85
26824,0.01,0.12,0.87
26825,0.038,0.12,0.8420000000000001
26826,0.05,0.06,0.89
26827,0.03,0.21666666666666667,0.7533333333333334
26828,0.06,0.14,0.8
26829,0.06333333333333332,0.06,0.8766666666666667
26830,0.06,0.0575,0.8825
26831,0.04,0.03,0.93
26832,0.01,0.03,0.96
26833,0.0,0.032857142857142856,0.9671428571428572
26834,0.0,0.22,0.78
26835,0.97,0.02,0.01
26836,0.1675,0.4525,0.38
26837,0.11,0.07,0.82
26838,0.01,0.7691666666666669,0.22083333333333335
26839,0.83,0.05,0.12
26840,0.22333333333333333,0.25,0.5266666666666667
26841,0.01,0.02,0.97
26842,0.0,0.03,0.97
26843,0.066,0.12833333333333333,0.8056666666666666
26844,0.0,0.8,0.2
26845,0.36,0.05,0.59
26846,0.03,0.03,0.94
26847,0.12285714285714286,0.25,0.6271428571428571
26848,0.13,0.03,0.84
26849,0.07,0.14666666666666667,0.7833333333333333
26850,0.0575,0.2175,0.725
26851,0.11333333333333334,0.18,0.7066666666666666
26852,0.04,0.82,0.14
26853,0.04,0.08,0.88
26854,0.09666666666666668,0.8983333333333333,0.005
26855,0.02,0.1733333333333333,0.8066666666666668
26856,0.22,0.03,0.75
26857,0.09,0.3,0.61
26858,0.01,0.87,0.12
26859,0.0,0.73,0.27
26860,0.06333333333333334,0.8466666666666666,0.09
26861,0.02,0.455,0.525
26862,0.045,0.15500000000000003,0.8
26863,0.0,0.03,0.97
26864,0.03,0.62,0.35
26865,0.06,0.12,0.82
26866,0.0,0.03,0.97
26867,0.08,0.1,0.82
26868,0.034,0.06,0.9059999999999999
26869,0.0,0.02,0.98
26870,0.02,0.87,0.11
26871,0.4,0.08,0.52
26872,0.0,0.105,0.895
26873,0.030666666666666665,0.102,0.8673333333333333
26874,0.05,0.64,0.31
26875,0.0,0.45088095238095227,0.5491190476190477
26876,0.01,0.07,0.92
26877,0.05,0.01,0.94
26878,0.18416666666666665,0.135,0.6808333333333334
26879,0.01,0.08,0.91
26880,0.7,0.01,0.29
26881,0.03,0.12,0.85
26882,0.22,0.0,0.78
26883,0.07,0.16,0.77
26884,0.02,0.85,0.13
26885,0.61,0.045,0.345
